Link_Id,Product_Id,Ingredient_Id
LINK_26741,5005,ING_0012
LINK_26742,5005,ING_0028
LINK_26743,5005,ING_0029
LINK_26744,5005,ING_0095
LINK_26745,5005,ING_0129
LINK_26746,5006,ING_0100
LINK_26747,5007,ING_0078
LINK_26748,5008,ING_0001
LINK_26749,5008,ING_0012
LINK_26750,5008,ING_0021
LINK_26751,5011,ING_0001
LINK_26752,5011,ING_0005
LINK_26753,5011,ING_0006
LINK_26754,5011,ING_0028
LINK_26755,5011,ING_0068
LINK_26756,5011,ING_0069
LINK_26757,5011,ING_0102
LINK_26758,5011,ING_0103
LINK_26759,5012,ING_0001
LINK_26760,5012,ING_0026
LINK_26761,5012,ING_0028
LINK_26762,5012,ING_0029
LINK_26763,5012,ING_0038
LINK_26764,5012,ING_0078
LINK_26765,5012,ING_0098
LINK_26766,5013,ING_0001
LINK_26767,5013,ING_0012
LINK_26768,5013,ING_0072
LINK_26769,5013,ING_0073
LINK_26770,5014,ING_0001
LINK_26771,5014,ING_0002
LINK_26772,5014,ING_0007
LINK_26773,5014,ING_0008
LINK_26774,5014,ING_0010
LINK_26775,5014,ING_0055
LINK_26776,5014,ING_0109
LINK_26777,5014,ING_0110
LINK_26778,5014,ING_0113
LINK_26779,5014,ING_0132
LINK_26780,5016,ING_0007
LINK_26781,5016,ING_0012
LINK_26782,5016,ING_0022
LINK_26783,5016,ING_0052
LINK_26784,5016,ING_0054
LINK_26785,5017,ING_0001
LINK_26786,5017,ING_0010
LINK_26787,5017,ING_0011
LINK_26788,5017,ING_0012
LINK_26789,5017,ING_0034
LINK_26790,5017,ING_0104
LINK_26791,5017,ING_0105
LINK_26792,5018,ING_0001
LINK_26793,5018,ING_0003
LINK_26794,5018,ING_0009
LINK_26795,5018,ING_0010
LINK_26796,5018,ING_0011
LINK_26797,5018,ING_0012
LINK_26798,5018,ING_0013
LINK_26799,5018,ING_0026
LINK_26800,5018,ING_0055
LINK_26801,5018,ING_0086
LINK_26802,5018,ING_0091
LINK_26803,5018,ING_0115
LINK_26804,5019,ING_0001
LINK_26805,5019,ING_0036
LINK_26806,5019,ING_0038
LINK_26807,5019,ING_0072
LINK_26808,5019,ING_0073
LINK_26809,5019,ING_0108
LINK_26810,5019,ING_0125
LINK_26811,5019,ING_0129
LINK_26812,5019,ING_0130
LINK_26813,5019,ING_0131
LINK_26814,5019,ING_0132
LINK_26815,5019,ING_0133
LINK_26816,5019,ING_0136
LINK_26817,5019,ING_0137
LINK_26818,5019,ING_0138
LINK_26819,5019,ING_0139
LINK_26820,5019,ING_0140
LINK_26821,5019,ING_0141
LINK_26822,5020,ING_0001
LINK_26823,5020,ING_0005
LINK_26824,5020,ING_0006
LINK_26825,5020,ING_0010
LINK_26826,5020,ING_0020
LINK_26827,5020,ING_0089
LINK_26828,5020,ING_0098
LINK_26829,5021,ING_0001
LINK_26830,5021,ING_0012
LINK_26831,5021,ING_0013
LINK_26832,5021,ING_0022
LINK_26833,5021,ING_0027
LINK_26834,5021,ING_0054
LINK_26835,5021,ING_0087
LINK_26836,5021,ING_0090
LINK_26837,5021,ING_0095
LINK_26838,5021,ING_0096
LINK_26839,5021,ING_0097
LINK_26840,5022,ING_0001
LINK_26841,5022,ING_0007
LINK_26842,5022,ING_0011
LINK_26843,5022,ING_0016
LINK_26844,5022,ING_0097
LINK_26845,5022,ING_0110
LINK_26846,5023,ING_0006
LINK_26847,5023,ING_0007
LINK_26848,5023,ING_0142
LINK_26849,5024,ING_0004
LINK_26850,5024,ING_0010
LINK_26851,5024,ING_0096
LINK_26852,5024,ING_0100
LINK_26853,5025,ING_0011
LINK_26854,5026,ING_0016
LINK_26855,5026,ING_0018
LINK_26856,5026,ING_0026
LINK_26857,5026,ING_0055
LINK_26858,5029,ING_0001
LINK_26859,5029,ING_0003
LINK_26860,5029,ING_0004
LINK_26861,5029,ING_0007
LINK_26862,5029,ING_0010
LINK_26863,5029,ING_0011
LINK_26864,5029,ING_0019
LINK_26865,5029,ING_0034
LINK_26866,5029,ING_0035
LINK_26867,5029,ING_0036
LINK_26868,5029,ING_0064
LINK_26869,5029,ING_0076
LINK_26870,5029,ING_0077
LINK_26871,5030,ING_0001
LINK_26872,5030,ING_0026
LINK_26873,5030,ING_0038
LINK_26874,5030,ING_0055
LINK_26875,5030,ING_0075
LINK_26876,5030,ING_0123
LINK_26877,5031,ING_0001
LINK_26878,5031,ING_0012
LINK_26879,5031,ING_0036
LINK_26880,5031,ING_0043
LINK_26881,5031,ING_0044
LINK_26882,5031,ING_0062
LINK_26883,5031,ING_0079
LINK_26884,5032,ING_0005
LINK_26885,5032,ING_0013
LINK_26886,5032,ING_0029
LINK_26887,5033,ING_0001
LINK_26888,5033,ING_0004
LINK_26889,5033,ING_0007
LINK_26890,5033,ING_0012
LINK_26891,5033,ING_0069
LINK_26892,5033,ING_0078
LINK_26893,5033,ING_0079
LINK_26894,5035,ING_0013
LINK_26895,5036,ING_0007
LINK_26896,5036,ING_0012
LINK_26897,5036,ING_0013
LINK_26898,5036,ING_0022
LINK_26899,5036,ING_0038
LINK_26900,5036,ING_0090
LINK_26901,5036,ING_0114
LINK_26902,5037,ING_0011
LINK_26903,5037,ING_0020
LINK_26904,5041,ING_0001
LINK_26905,5041,ING_0003
LINK_26906,5041,ING_0026
LINK_26907,5041,ING_0041
LINK_26908,5041,ING_0042
LINK_26909,5041,ING_0055
LINK_26910,5041,ING_0115
LINK_26911,5046,ING_0001
LINK_26912,5046,ING_0055
LINK_26913,5054,ING_0001
LINK_26914,5054,ING_0011
LINK_26915,5054,ING_0012
LINK_26916,5054,ING_0021
LINK_26917,5054,ING_0041
LINK_26918,5054,ING_0082
LINK_26919,5054,ING_0090
LINK_26920,5056,ING_0001
LINK_26921,5056,ING_0055
LINK_26922,5058,ING_0007
LINK_26923,5058,ING_0016
LINK_26924,5058,ING_0026
LINK_26925,5058,ING_0031
LINK_26926,5058,ING_0055
LINK_26927,5061,ING_0001
LINK_26928,5061,ING_0012
LINK_26929,5061,ING_0013
LINK_26930,5061,ING_0090
LINK_26931,5061,ING_0129
LINK_26932,5062,ING_0001
LINK_26933,5062,ING_0010
LINK_26934,5062,ING_0011
LINK_26935,5062,ING_0058
LINK_26936,5063,ING_0001
LINK_26937,5063,ING_0003
LINK_26938,5063,ING_0007
LINK_26939,5063,ING_0009
LINK_26940,5063,ING_0010
LINK_26941,5063,ING_0011
LINK_26942,5063,ING_0019
LINK_26943,5063,ING_0056
LINK_26944,5063,ING_0057
LINK_26945,5063,ING_0098
LINK_26946,5063,ING_0129
LINK_26947,5067,ING_0001
LINK_26948,5067,ING_0005
LINK_26949,5067,ING_0011
LINK_26950,5067,ING_0012
LINK_26951,5067,ING_0051
LINK_26952,5067,ING_0055
LINK_26953,5072,ING_0001
LINK_26954,5073,ING_0001
LINK_26955,5073,ING_0013
LINK_26956,5073,ING_0057
LINK_26957,5073,ING_0122
LINK_26958,5073,ING_0124
LINK_26959,5075,ING_0001
LINK_26960,5075,ING_0007
LINK_26961,5075,ING_0008
LINK_26962,5075,ING_0009
LINK_26963,5075,ING_0010
LINK_26964,5075,ING_0013
LINK_26965,5075,ING_0036
LINK_26966,5075,ING_0055
LINK_26967,5075,ING_0056
LINK_26968,5075,ING_0057
LINK_26969,5075,ING_0062
LINK_26970,5075,ING_0075
LINK_26971,5075,ING_0099
LINK_26972,5076,ING_0001
LINK_26973,5076,ING_0004
LINK_26974,5076,ING_0013
LINK_26975,5077,ING_0008
LINK_26976,5077,ING_0096
LINK_26977,5080,ING_0004
LINK_26978,5080,ING_0007
LINK_26979,5080,ING_0024
LINK_26980,5080,ING_0040
LINK_26981,5080,ING_0053
LINK_26982,5082,ING_0008
LINK_26983,5082,ING_0096
LINK_26984,5083,ING_0001
LINK_26985,5083,ING_0007
LINK_26986,5083,ING_0090
LINK_26987,5084,ING_0001
LINK_26988,5084,ING_0009
LINK_26989,5084,ING_0010
LINK_26990,5084,ING_0011
LINK_26991,5084,ING_0013
LINK_26992,5084,ING_0019
LINK_26993,5084,ING_0029
LINK_26994,5084,ING_0035
LINK_26995,5084,ING_0058
LINK_26996,5084,ING_0076
LINK_26997,5084,ING_0077
LINK_26998,5084,ING_0089
LINK_26999,5084,ING_0115
LINK_27000,5084,ING_0117
LINK_27001,5086,ING_0001
LINK_27002,5086,ING_0011
LINK_27003,5086,ING_0012
LINK_27004,5086,ING_0036
LINK_27005,5086,ING_0095
LINK_27006,5086,ING_0110
LINK_27007,5087,ING_0001
LINK_27008,5087,ING_0005
LINK_27009,5087,ING_0010
LINK_27010,5087,ING_0012
LINK_27011,5087,ING_0014
LINK_27012,5087,ING_0022
LINK_27013,5087,ING_0026
LINK_27014,5087,ING_0028
LINK_27015,5087,ING_0051
LINK_27016,5087,ING_0055
LINK_27017,5087,ING_0093
LINK_27018,5087,ING_0115
LINK_27019,5089,ING_0001
LINK_27020,5089,ING_0003
LINK_27021,5089,ING_0009
LINK_27022,5089,ING_0011
LINK_27023,5089,ING_0019
LINK_27024,5089,ING_0028
LINK_27025,5089,ING_0034
LINK_27026,5089,ING_0052
LINK_27027,5089,ING_0078
LINK_27028,5089,ING_0080
LINK_27029,5089,ING_0085
LINK_27030,5089,ING_0095
LINK_27031,5089,ING_0097
LINK_27032,5090,ING_0001
LINK_27033,5090,ING_0007
LINK_27034,5090,ING_0011
LINK_27035,5090,ING_0029
LINK_27036,5090,ING_0041
LINK_27037,5090,ING_0055
LINK_27038,5090,ING_0096
LINK_27039,5091,ING_0035
LINK_27040,5091,ING_0076
LINK_27041,5091,ING_0077
LINK_27042,5092,ING_0001
LINK_27043,5092,ING_0009
LINK_27044,5092,ING_0010
LINK_27045,5092,ING_0012
LINK_27046,5092,ING_0043
LINK_27047,5092,ING_0044
LINK_27048,5092,ING_0061
LINK_27049,5092,ING_0062
LINK_27050,5092,ING_0090
LINK_27051,5093,ING_0001
LINK_27052,5093,ING_0010
LINK_27053,5093,ING_0020
LINK_27054,5093,ING_0034
LINK_27055,5093,ING_0095
LINK_27056,5093,ING_0109
LINK_27057,5094,ING_0001
LINK_27058,5094,ING_0010
LINK_27059,5094,ING_0012
LINK_27060,5094,ING_0024
LINK_27061,5094,ING_0056
LINK_27062,5094,ING_0057
LINK_27063,5094,ING_0085
LINK_27064,5095,ING_0001
LINK_27065,5095,ING_0004
LINK_27066,5095,ING_0007
LINK_27067,5095,ING_0009
LINK_27068,5095,ING_0023
LINK_27069,5096,ING_0046
LINK_27070,5098,ING_0019
LINK_27071,5100,ING_0013
LINK_27072,5100,ING_0032
LINK_27073,5100,ING_0035
LINK_27074,5100,ING_0055
LINK_27075,5100,ING_0076
LINK_27076,5100,ING_0077
LINK_27077,5102,ING_0007
LINK_27078,5102,ING_0023
LINK_27079,5102,ING_0026
LINK_27080,5103,ING_0001
LINK_27081,5103,ING_0005
LINK_27082,5103,ING_0010
LINK_27083,5103,ING_0011
LINK_27084,5103,ING_0021
LINK_27085,5103,ING_0043
LINK_27086,5103,ING_0070
LINK_27087,5103,ING_0080
LINK_27088,5103,ING_0110
LINK_27089,5104,ING_0001
LINK_27090,5104,ING_0003
LINK_27091,5104,ING_0007
LINK_27092,5104,ING_0010
LINK_27093,5104,ING_0011
LINK_27094,5104,ING_0055
LINK_27095,5104,ING_0122
LINK_27096,5106,ING_0001
LINK_27097,5106,ING_0008
LINK_27098,5106,ING_0010
LINK_27099,5106,ING_0036
LINK_27100,5106,ING_0142
LINK_27101,5107,ING_0001
LINK_27102,5107,ING_0045
LINK_27103,5108,ING_0003
LINK_27104,5108,ING_0017
LINK_27105,5108,ING_0096
LINK_27106,5110,ING_0004
LINK_27107,5110,ING_0020
LINK_27108,5111,ING_0004
LINK_27109,5111,ING_0012
LINK_27110,5111,ING_0027
LINK_27111,5111,ING_0055
LINK_27112,5111,ING_0092
LINK_27113,5111,ING_0113
LINK_27114,5111,ING_0115
LINK_27115,5112,ING_0001
LINK_27116,5112,ING_0007
LINK_27117,5112,ING_0028
LINK_27118,5112,ING_0029
LINK_27119,5112,ING_0040
LINK_27120,5113,ING_0001
LINK_27121,5113,ING_0007
LINK_27122,5113,ING_0010
LINK_27123,5113,ING_0021
LINK_27124,5113,ING_0022
LINK_27125,5113,ING_0027
LINK_27126,5113,ING_0030
LINK_27127,5113,ING_0031
LINK_27128,5113,ING_0036
LINK_27129,5113,ING_0053
LINK_27130,5113,ING_0055
LINK_27131,5113,ING_0089
LINK_27132,5113,ING_0106
LINK_27133,5113,ING_0110
LINK_27134,5113,ING_0129
LINK_27135,5114,ING_0001
LINK_27136,5114,ING_0010
LINK_27137,5114,ING_0097
LINK_27138,5114,ING_0099
LINK_27139,5115,ING_0001
LINK_27140,5115,ING_0012
LINK_27141,5115,ING_0033
LINK_27142,5115,ING_0095
LINK_27143,5115,ING_0110
LINK_27144,5116,ING_0004
LINK_27145,5116,ING_0007
LINK_27146,5116,ING_0012
LINK_27147,5116,ING_0024
LINK_27148,5117,ING_0001
LINK_27149,5117,ING_0003
LINK_27150,5117,ING_0007
LINK_27151,5117,ING_0010
LINK_27152,5117,ING_0012
LINK_27153,5117,ING_0022
LINK_27154,5117,ING_0026
LINK_27155,5117,ING_0050
LINK_27156,5117,ING_0091
LINK_27157,5117,ING_0109
LINK_27158,5118,ING_0001
LINK_27159,5118,ING_0003
LINK_27160,5118,ING_0004
LINK_27161,5118,ING_0005
LINK_27162,5118,ING_0006
LINK_27163,5118,ING_0028
LINK_27164,5118,ING_0029
LINK_27165,5118,ING_0036
LINK_27166,5118,ING_0068
LINK_27167,5118,ING_0069
LINK_27168,5118,ING_0072
LINK_27169,5118,ING_0073
LINK_27170,5118,ING_0096
LINK_27171,5118,ING_0098
LINK_27172,5119,ING_0001
LINK_27173,5119,ING_0005
LINK_27174,5119,ING_0007
LINK_27175,5119,ING_0008
LINK_27176,5119,ING_0011
LINK_27177,5119,ING_0055
LINK_27178,5119,ING_0089
LINK_27179,5119,ING_0097
LINK_27180,5120,ING_0001
LINK_27181,5120,ING_0012
LINK_27182,5120,ING_0054
LINK_27183,5121,ING_0007
LINK_27184,5121,ING_0013
LINK_27185,5121,ING_0015
LINK_27186,5121,ING_0022
LINK_27187,5121,ING_0030
LINK_27188,5121,ING_0031
LINK_27189,5121,ING_0041
LINK_27190,5121,ING_0055
LINK_27191,5122,ING_0001
LINK_27192,5122,ING_0006
LINK_27193,5122,ING_0100
LINK_27194,5123,ING_0001
LINK_27195,5123,ING_0012
LINK_27196,5123,ING_0013
LINK_27197,5123,ING_0026
LINK_27198,5123,ING_0032
LINK_27199,5123,ING_0055
LINK_27200,5123,ING_0086
LINK_27201,5123,ING_0090
LINK_27202,5123,ING_0093
LINK_27203,5123,ING_0097
LINK_27204,5123,ING_0098
LINK_27205,5124,ING_0001
LINK_27206,5124,ING_0002
LINK_27207,5124,ING_0004
LINK_27208,5124,ING_0005
LINK_27209,5124,ING_0006
LINK_27210,5124,ING_0010
LINK_27211,5124,ING_0027
LINK_27212,5124,ING_0031
LINK_27213,5124,ING_0055
LINK_27214,5124,ING_0069
LINK_27215,5124,ING_0096
LINK_27216,5124,ING_0109
LINK_27217,5124,ING_0110
LINK_27218,5125,ING_0001
LINK_27219,5125,ING_0009
LINK_27220,5125,ING_0010
LINK_27221,5125,ING_0011
LINK_27222,5125,ING_0019
LINK_27223,5125,ING_0029
LINK_27224,5125,ING_0110
LINK_27225,5125,ING_0117
LINK_27226,5126,ING_0001
LINK_27227,5126,ING_0003
LINK_27228,5126,ING_0007
LINK_27229,5126,ING_0010
LINK_27230,5126,ING_0011
LINK_27231,5126,ING_0071
LINK_27232,5126,ING_0100
LINK_27233,5126,ING_0119
LINK_27234,5126,ING_0129
LINK_27235,5126,ING_0130
LINK_27236,5126,ING_0132
LINK_27237,5126,ING_0136
LINK_27238,5126,ING_0138
LINK_27239,5128,ING_0007
LINK_27240,5128,ING_0016
LINK_27241,5128,ING_0018
LINK_27242,5128,ING_0026
LINK_27243,5128,ING_0055
LINK_27244,5129,ING_0001
LINK_27245,5129,ING_0003
LINK_27246,5129,ING_0005
LINK_27247,5129,ING_0016
LINK_27248,5129,ING_0026
LINK_27249,5129,ING_0028
LINK_27250,5129,ING_0029
LINK_27251,5129,ING_0097
LINK_27252,5129,ING_0099
LINK_27253,5129,ING_0100
LINK_27254,5130,ING_0003
LINK_27255,5130,ING_0007
LINK_27256,5130,ING_0012
LINK_27257,5130,ING_0020
LINK_27258,5130,ING_0023
LINK_27259,5132,ING_0001
LINK_27260,5132,ING_0003
LINK_27261,5132,ING_0007
LINK_27262,5132,ING_0010
LINK_27263,5132,ING_0029
LINK_27264,5132,ING_0071
LINK_27265,5132,ING_0072
LINK_27266,5132,ING_0073
LINK_27267,5132,ING_0075
LINK_27268,5132,ING_0084
LINK_27269,5132,ING_0129
LINK_27270,5133,ING_0001
LINK_27271,5133,ING_0005
LINK_27272,5133,ING_0010
LINK_27273,5133,ING_0110
LINK_27274,5134,ING_0001
LINK_27275,5134,ING_0011
LINK_27276,5134,ING_0012
LINK_27277,5135,ING_0001
LINK_27278,5135,ING_0007
LINK_27279,5135,ING_0008
LINK_27280,5135,ING_0011
LINK_27281,5135,ING_0072
LINK_27282,5135,ING_0073
LINK_27283,5135,ING_0096
LINK_27284,5136,ING_0001
LINK_27285,5136,ING_0012
LINK_27286,5136,ING_0022
LINK_27287,5136,ING_0033
LINK_27288,5136,ING_0037
LINK_27289,5136,ING_0055
LINK_27290,5136,ING_0108
LINK_27291,5136,ING_0115
LINK_27292,5137,ING_0001
LINK_27293,5137,ING_0026
LINK_27294,5139,ING_0006
LINK_27295,5139,ING_0007
LINK_27296,5139,ING_0011
LINK_27297,5139,ING_0012
LINK_27298,5139,ING_0021
LINK_27299,5139,ING_0055
LINK_27300,5139,ING_0115
LINK_27301,5139,ING_0117
LINK_27302,5140,ING_0001
LINK_27303,5140,ING_0003
LINK_27304,5140,ING_0009
LINK_27305,5140,ING_0010
LINK_27306,5140,ING_0012
LINK_27307,5140,ING_0022
LINK_27308,5140,ING_0028
LINK_27309,5140,ING_0038
LINK_27310,5140,ING_0046
LINK_27311,5140,ING_0148
LINK_27312,5141,ING_0013
LINK_27313,5142,ING_0012
LINK_27314,5142,ING_0147
LINK_27315,5143,ING_0001
LINK_27316,5143,ING_0009
LINK_27317,5143,ING_0010
LINK_27318,5143,ING_0013
LINK_27319,5143,ING_0041
LINK_27320,5143,ING_0043
LINK_27321,5143,ING_0044
LINK_27322,5143,ING_0055
LINK_27323,5143,ING_0061
LINK_27324,5143,ING_0062
LINK_27325,5143,ING_0114
LINK_27326,5144,ING_0001
LINK_27327,5144,ING_0015
LINK_27328,5144,ING_0082
LINK_27329,5145,ING_0001
LINK_27330,5145,ING_0004
LINK_27331,5145,ING_0006
LINK_27332,5145,ING_0010
LINK_27333,5145,ING_0021
LINK_27334,5145,ING_0028
LINK_27335,5145,ING_0055
LINK_27336,5146,ING_0007
LINK_27337,5147,ING_0001
LINK_27338,5147,ING_0017
LINK_27339,5148,ING_0001
LINK_27340,5148,ING_0007
LINK_27341,5148,ING_0009
LINK_27342,5148,ING_0011
LINK_27343,5148,ING_0012
LINK_27344,5148,ING_0043
LINK_27345,5148,ING_0057
LINK_27346,5148,ING_0104
LINK_27347,5148,ING_0105
LINK_27348,5148,ING_0110
LINK_27349,5149,ING_0001
LINK_27350,5149,ING_0026
LINK_27351,5149,ING_0055
LINK_27352,5150,ING_0006
LINK_27353,5150,ING_0007
LINK_27354,5150,ING_0011
LINK_27355,5150,ING_0012
LINK_27356,5150,ING_0021
LINK_27357,5150,ING_0055
LINK_27358,5150,ING_0115
LINK_27359,5150,ING_0117
LINK_27360,5151,ING_0001
LINK_27361,5151,ING_0004
LINK_27362,5151,ING_0008
LINK_27363,5151,ING_0012
LINK_27364,5151,ING_0013
LINK_27365,5151,ING_0054
LINK_27366,5151,ING_0082
LINK_27367,5151,ING_0109
LINK_27368,5153,ING_0001
LINK_27369,5153,ING_0009
LINK_27370,5153,ING_0010
LINK_27371,5153,ING_0012
LINK_27372,5153,ING_0019
LINK_27373,5153,ING_0024
LINK_27374,5153,ING_0028
LINK_27375,5153,ING_0056
LINK_27376,5153,ING_0057
LINK_27377,5153,ING_0079
LINK_27378,5154,ING_0012
LINK_27379,5154,ING_0020
LINK_27380,5154,ING_0027
LINK_27381,5154,ING_0028
LINK_27382,5154,ING_0049
LINK_27383,5154,ING_0051
LINK_27384,5154,ING_0054
LINK_27385,5154,ING_0090
LINK_27386,5154,ING_0097
LINK_27387,5156,ING_0001
LINK_27388,5156,ING_0007
LINK_27389,5156,ING_0075
LINK_27390,5156,ING_0085
LINK_27391,5157,ING_0004
LINK_27392,5157,ING_0020
LINK_27393,5157,ING_0028
LINK_27394,5157,ING_0035
LINK_27395,5159,ING_0001
LINK_27396,5159,ING_0004
LINK_27397,5159,ING_0005
LINK_27398,5159,ING_0006
LINK_27399,5159,ING_0026
LINK_27400,5159,ING_0100
LINK_27401,5164,ING_0001
LINK_27402,5164,ING_0026
LINK_27403,5164,ING_0109
LINK_27404,5165,ING_0001
LINK_27405,5165,ING_0005
LINK_27406,5165,ING_0006
LINK_27407,5165,ING_0008
LINK_27408,5165,ING_0014
LINK_27409,5165,ING_0021
LINK_27410,5165,ING_0023
LINK_27411,5165,ING_0028
LINK_27412,5165,ING_0033
LINK_27413,5165,ING_0069
LINK_27414,5165,ING_0096
LINK_27415,5165,ING_0098
LINK_27416,5165,ING_0100
LINK_27417,5165,ING_0136
LINK_27418,5166,ING_0016
LINK_27419,5166,ING_0020
LINK_27420,5166,ING_0026
LINK_27421,5166,ING_0055
LINK_27422,5166,ING_0090
LINK_27423,5169,ING_0003
LINK_27424,5169,ING_0025
LINK_27425,5169,ING_0030
LINK_27426,5170,ING_0010
LINK_27427,5170,ING_0013
LINK_27428,5170,ING_0021
LINK_27429,5170,ING_0022
LINK_27430,5170,ING_0055
LINK_27431,5171,ING_0001
LINK_27432,5171,ING_0003
LINK_27433,5171,ING_0005
LINK_27434,5171,ING_0009
LINK_27435,5171,ING_0011
LINK_27436,5171,ING_0061
LINK_27437,5171,ING_0062
LINK_27438,5171,ING_0085
LINK_27439,5171,ING_0110
LINK_27440,5173,ING_0001
LINK_27441,5173,ING_0004
LINK_27442,5173,ING_0005
LINK_27443,5173,ING_0006
LINK_27444,5173,ING_0029
LINK_27445,5173,ING_0100
LINK_27446,5174,ING_0001
LINK_27447,5174,ING_0007
LINK_27448,5174,ING_0010
LINK_27449,5174,ING_0031
LINK_27450,5174,ING_0045
LINK_27451,5174,ING_0084
LINK_27452,5174,ING_0100
LINK_27453,5175,ING_0003
LINK_27454,5175,ING_0007
LINK_27455,5175,ING_0010
LINK_27456,5175,ING_0019
LINK_27457,5175,ING_0026
LINK_27458,5175,ING_0028
LINK_27459,5175,ING_0029
LINK_27460,5175,ING_0055
LINK_27461,5175,ING_0088
LINK_27462,5175,ING_0098
LINK_27463,5175,ING_0109
LINK_27464,5176,ING_0001
LINK_27465,5176,ING_0026
LINK_27466,5176,ING_0028
LINK_27467,5176,ING_0042
LINK_27468,5176,ING_0050
LINK_27469,5176,ING_0055
LINK_27470,5176,ING_0075
LINK_27471,5176,ING_0085
LINK_27472,5177,ING_0001
LINK_27473,5177,ING_0006
LINK_27474,5177,ING_0009
LINK_27475,5177,ING_0010
LINK_27476,5177,ING_0012
LINK_27477,5177,ING_0013
LINK_27478,5177,ING_0022
LINK_27479,5177,ING_0024
LINK_27480,5177,ING_0056
LINK_27481,5177,ING_0075
LINK_27482,5177,ING_0110
LINK_27483,5178,ING_0001
LINK_27484,5178,ING_0021
LINK_27485,5178,ING_0034
LINK_27486,5178,ING_0057
LINK_27487,5179,ING_0003
LINK_27488,5179,ING_0004
LINK_27489,5179,ING_0006
LINK_27490,5179,ING_0096
LINK_27491,5180,ING_0001
LINK_27492,5180,ING_0003
LINK_27493,5180,ING_0006
LINK_27494,5180,ING_0007
LINK_27495,5180,ING_0055
LINK_27496,5181,ING_0008
LINK_27497,5181,ING_0096
LINK_27498,5182,ING_0001
LINK_27499,5182,ING_0007
LINK_27500,5182,ING_0011
LINK_27501,5182,ING_0024
LINK_27502,5182,ING_0104
LINK_27503,5183,ING_0013
LINK_27504,5183,ING_0032
LINK_27505,5183,ING_0035
LINK_27506,5183,ING_0055
LINK_27507,5183,ING_0076
LINK_27508,5183,ING_0077
LINK_27509,5184,ING_0001
LINK_27510,5184,ING_0004
LINK_27511,5184,ING_0010
LINK_27512,5184,ING_0013
LINK_27513,5185,ING_0001
LINK_27514,5185,ING_0006
LINK_27515,5185,ING_0007
LINK_27516,5185,ING_0088
LINK_27517,5185,ING_0096
LINK_27518,5186,ING_0001
LINK_27519,5186,ING_0009
LINK_27520,5186,ING_0010
LINK_27521,5186,ING_0013
LINK_27522,5186,ING_0043
LINK_27523,5186,ING_0044
LINK_27524,5186,ING_0061
LINK_27525,5186,ING_0062
LINK_27526,5187,ING_0004
LINK_27527,5187,ING_0005
LINK_27528,5187,ING_0006
LINK_27529,5187,ING_0008
LINK_27530,5187,ING_0021
LINK_27531,5187,ING_0023
LINK_27532,5187,ING_0025
LINK_27533,5187,ING_0028
LINK_27534,5187,ING_0037
LINK_27535,5187,ING_0038
LINK_27536,5187,ING_0051
LINK_27537,5187,ING_0054
LINK_27538,5187,ING_0055
LINK_27539,5187,ING_0069
LINK_27540,5187,ING_0078
LINK_27541,5187,ING_0100
LINK_27542,5188,ING_0001
LINK_27543,5188,ING_0003
LINK_27544,5188,ING_0010
LINK_27545,5188,ING_0011
LINK_27546,5188,ING_0014
LINK_27547,5188,ING_0028
LINK_27548,5188,ING_0029
LINK_27549,5188,ING_0036
LINK_27550,5188,ING_0072
LINK_27551,5188,ING_0075
LINK_27552,5189,ING_0026
LINK_27553,5189,ING_0055
LINK_27554,5190,ING_0001
LINK_27555,5190,ING_0007
LINK_27556,5190,ING_0026
LINK_27557,5190,ING_0028
LINK_27558,5190,ING_0098
LINK_27559,5190,ING_0099
LINK_27560,5191,ING_0001
LINK_27561,5191,ING_0006
LINK_27562,5191,ING_0012
LINK_27563,5191,ING_0021
LINK_27564,5191,ING_0090
LINK_27565,5193,ING_0003
LINK_27566,5193,ING_0007
LINK_27567,5193,ING_0011
LINK_27568,5193,ING_0012
LINK_27569,5193,ING_0043
LINK_27570,5194,ING_0001
LINK_27571,5194,ING_0006
LINK_27572,5194,ING_0021
LINK_27573,5194,ING_0026
LINK_27574,5194,ING_0037
LINK_27575,5194,ING_0038
LINK_27576,5194,ING_0055
LINK_27577,5194,ING_0073
LINK_27578,5195,ING_0004
LINK_27579,5195,ING_0013
LINK_27580,5196,ING_0001
LINK_27581,5196,ING_0016
LINK_27582,5197,ING_0001
LINK_27583,5197,ING_0006
LINK_27584,5197,ING_0007
LINK_27585,5197,ING_0010
LINK_27586,5197,ING_0012
LINK_27587,5197,ING_0016
LINK_27588,5197,ING_0021
LINK_27589,5197,ING_0023
LINK_27590,5197,ING_0024
LINK_27591,5197,ING_0025
LINK_27592,5197,ING_0033
LINK_27593,5197,ING_0046
LINK_27594,5197,ING_0088
LINK_27595,5197,ING_0116
LINK_27596,5197,ING_0117
LINK_27597,5197,ING_0118
LINK_27598,5197,ING_0119
LINK_27599,5197,ING_0120
LINK_27600,5197,ING_0121
LINK_27601,5197,ING_0130
LINK_27602,5197,ING_0131
LINK_27603,5197,ING_0132
LINK_27604,5197,ING_0133
LINK_27605,5197,ING_0134
LINK_27606,5197,ING_0135
LINK_27607,5197,ING_0136
LINK_27608,5197,ING_0137
LINK_27609,5197,ING_0138
LINK_27610,5197,ING_0139
LINK_27611,5197,ING_0140
LINK_27612,5197,ING_0141
LINK_27613,5198,ING_0001
